q_id,corr_opt,diff_lev,top_id,chap_id
13499,['3'],12,3669,231
13501,['3'],14,3680,232
13503,['2'],15,3669,231
13508,['3'],12,3691,234
13509,['3'],3,3669,231
13510,['1'],1,3669,231
13517,['3'],12,3848,333
13521,['3'],9,3690,234
13530,['1'],1,3661,229
13532,['3'],25,3669,231
13537,['2'],2,3655,229
13541,['4'],12,3642,226
13542,['2'],14,3642,226
13544,['4'],26,3642,226
13550,['2'],2,3748,255
13554,['1'],2,3682,232
13559,['3'],25,3693,235
13562,['1'],25,3693,235
13563,['4'],12,3733,249
13564,['2'],27,3642,226
13569,['1'],26,3729,249
13578,['1'],11,3682,232
13582,['1'],25,3681,232
13588,['4'],5,3682,232
13594,['2'],27,3695,235
13595,['1'],14,3694,235
13598,['2'],23,3694,235
13625,['2'],26,3656,229
13634,['4'],13,3680,232
13668,['2'],17,3697,235
13669,['1'],9,3679,232
13673,['3'],23,3697,235
13686,['4'],23,3697,235
13697,['3'],26,3694,235
13699,['3'],9,3695,235
13720,['4'],12,3691,234
13727,['4'],25,3687,233
13731,['1'],12,3691,234
13733,['3'],12,3684,233
13740,"['1', '3']",27,3672,231
13754,['4'],22,3680,232
13763,['4'],13,3687,233
13764,['1'],10,3638,224
13766,['2'],12,3638,224
13768,['4'],26,3638,224
13770,['4'],5,3638,224
13771,['1'],25,3687,233
13774,['4'],26,3745,253
13776,['1'],1,3688,233
13778,['4'],25,3728,249
13788,['3'],2,3707,239
13790,['1'],26,3688,233
13791,['2'],24,3637,224
13793,['4'],26,3733,249
13794,['1'],11,3621,243
13796,['2'],3,3688,233
13797,['3'],25,3688,233
13801,['1'],5,3705,238
13802,['2'],27,3637,224
13803,['2'],5,3638,224
13805,['4'],3,3638,224
13806,"['1', '2', '4']",27,3638,224
13813,['1'],25,3646,227
13820,['1'],2,3650,227
13822,['1'],13,3644,227
13825,['1'],12,3729,249
13826,['1'],10,3650,227
13831,['1'],12,3729,249
13833,['4'],9,3643,227
13834,['1'],17,3688,233
13837,['3'],12,3729,249
13839,['2'],12,3644,227
13844,['4'],26,3650,227
13846,['2'],12,3729,249
13851,['4'],10,3689,233
13854,['4'],9,3689,233
13856,['1'],14,3689,233
13861,['1'],12,3650,227
13868,['2'],12,3729,249
13872,['1'],25,3648,227
13877,['2'],26,3650,227
13878,['3'],13,3650,227
13891,['1'],18,3645,227
13894,['2'],15,3729,249
13896,['3'],13,3729,249
13898,['2'],26,3650,227
13902,['1'],12,3650,227
13916,['3'],12,3729,249
13918,['2'],2,4348,587
13919,['1'],2,4359,588
13920,['1'],2,4339,624
13922,['3'],2,4349,587
13924,['1'],2,4424,595
13925,['3'],2,4420,595
13926,['3'],2,4422,595
13928,['1'],2,4425,595
13930,['2'],2,4422,595
13931,['2'],2,4406,593
13932,['1'],10,3656,229
13933,['4'],2,4419,595
13934,['3'],2,4407,593
13935,['4'],5,3666,230
13936,['3'],2,4411,594
13944,['1'],14,3642,226
13945,['4'],24,3642,226
13946,['3'],23,3642,226
13951,['1'],26,3642,226
13952,['4'],1,3642,226
13954,['4'],12,3733,249
13958,['2'],12,3661,229
13963,['4'],25,3644,227
13966,['1'],12,3644,227
13967,['3'],17,3642,226
13974,['4'],25,3651,228
13980,['1'],12,4583,228
13992,['3'],12,3647,227
13995,['4'],2,4506,609
13996,['1'],2,3666,230
13997,['4'],9,4505,609
13999,['2'],2,4528,611
14000,['3'],2,4508,610
14002,['3'],2,4516,610
14005,['2'],2,4512,610
14006,['3'],12,3663,230
14007,['2'],2,4507,609
14008,['2'],2,4523,611
14011,['1'],3,3651,228
14013,['4'],14,3651,228
14014,['3'],23,3651,228
14018,['3'],23,3651,228
14039,['3'],14,3733,249
14040,['4'],2,3650,227
14041,['2'],5,3733,249
14043,['4'],14,3642,226
14045,['3'],2,3733,249
14047,['4'],14,3733,249
14048,['2'],3,3729,249
14049,['4'],17,3637,224
14050,['2'],10,3739,252
14061,['1'],2,3734,249
14062,['1'],12,3729,249
14068,['2'],26,3733,249
14069,['2'],26,3734,249
14071,"['1', '2', '3', '4']",26,3734,249
14073,['3'],26,3733,249
14075,['1'],14,3729,249
14080,['1'],18,3638,224
14083,['3'],1,3746,254
14084,['2'],12,3734,249
14085,['2'],9,4583,228
14086,['3'],2,3734,249
14091,['1'],14,3729,249
14093,['3'],1,3704,238
14096,['4'],12,3651,228
14099,['3'],26,3734,249
14103,['1'],25,3734,249
14105,['3'],14,3728,249
14106,['3'],2,3650,227
14108,['4'],26,3729,249
14109,['1'],26,3729,249
14112,['1'],10,3702,237
14113,['3'],25,3727,248
14118,['3'],14,3731,249
14122,['3'],14,3729,249
14124,['3'],12,3729,249
14126,['1'],2,3733,249
14129,['2'],27,3694,235
14131,['1'],18,3694,235
14137,['2'],2,3693,235
14142,['1'],9,3691,234
14147,['3'],26,3698,236
14158,['4'],15,3637,224
14159,['2'],2,3700,236
14163,['1'],12,3650,227
14175,['4'],16,3655,229
14177,['2'],12,3661,229
14178,['1'],25,3723,247
14181,['3'],10,3702,237
14182,['2'],14,3722,247
14186,['4'],1,3655,229
14192,['2'],2,3701,237
14193,['3'],18,3705,238
14194,['1'],2,3701,237
14198,['1'],27,3689,233
14199,['2'],26,3687,233
14200,['1'],3,3701,237
14202,['1'],2,3682,232
14205,['4'],26,3722,247
14208,"['1', '3', '4']",2,3701,237
14214,['1'],5,3722,247
14215,"['1', '2', '3', '4']",26,3709,239
14217,['3'],12,3702,237
14218,['3'],26,3694,235
14223,['2'],13,3723,247
14225,['3'],2,3708,239
14228,['1'],12,3701,237
14230,['2'],14,3707,239
14231,['2'],14,3707,239
14233,['3'],2,3709,239
14235,['4'],2,3705,238
14236,['3'],17,3704,238
14244,['6'],9,3748,255
14246,['3'],9,3680,232
14249,"['1', '3', '4']",2,3689,233
14250,['3'],12,3689,233
14251,['3'],3,3734,249
14254,['3'],25,3734,249
14255,['4'],26,3728,249
14263,['2'],26,3707,239
14267,['4'],19,3702,237
14272,['4'],12,3701,237
14273,['1'],10,3710,239
14274,['3'],12,3701,237
14275,['2'],17,3723,247
14277,['4'],3,3754,256
14278,['4'],12,3734,249
14285,['1'],12,3701,237
14290,['3'],2,3701,237
14292,['1'],26,3748,255
14298,['4'],26,3734,249
14299,['3'],26,3748,255
14300,"['2', '3', '4']",26,3729,249
14302,['2'],2,3750,256
14304,['3'],12,3734,249
14306,['1'],26,3722,247
14307,['1'],26,3734,249
14312,['2'],26,3723,247
14313,['2'],9,3723,247
14316,['4'],12,3734,249
14318,['4'],26,3734,249
14319,['4'],2,3726,248
14324,['2'],3,3734,249
14325,['1'],23,3724,247
14327,['2'],25,3734,249
14328,['1'],3,3734,249
14332,['4'],27,3722,247
14333,['4'],13,3734,249
14337,['4'],12,3726,248
14338,['3'],23,3734,249
14340,['1'],14,3702,237
14341,['3'],2,3707,239
14342,['3'],15,3734,249
14343,['2'],13,3727,248
14346,['3'],12,3705,238
14348,['2'],1,3734,249
14351,['4'],2,3702,237
14353,['2'],26,3633,245
14354,['2'],12,3707,239
14355,['4'],14,3727,248
14356,['3'],12,3734,249
14359,['4'],26,3727,248
14361,['1'],18,3729,249
14366,['1'],10,3723,247
14369,['4'],26,3729,249
14370,['4'],25,3734,249
14375,['4'],26,3734,249
14383,['3'],1,3702,237
14387,['1'],26,3734,249
14394,['1'],14,3678,232
14395,['2'],25,3626,244
14400,['2'],26,3734,249
14402,['3'],1,3626,244
14406,['2'],5,3732,249
14418,['2'],15,3738,251
14420,['1'],2,3739,252
14429,['1'],26,3725,247
14431,['3'],1,3710,239
14437,['3'],26,3725,247
14439,['1'],2,3709,239
14445,['4'],2,3707,239
14455,['4'],1,3665,230
14458,"['2', '4']",2,3710,239
14462,['3'],3,3723,247
14463,['1'],26,3723,247
14464,['4'],10,3707,239
14467,['3'],22,3723,247
14470,['4'],1,3707,239
14472,['3'],2,3707,239
14478,['1'],25,3723,247
14480,['3'],2,3707,239
14481,['1'],12,3707,239
14483,['4'],26,3733,249
14485,['1'],12,3709,239
14487,['2'],12,3707,239
14488,['4'],26,3709,239
14490,['4'],25,3739,252
14491,['4'],25,3759,257
14495,['3'],12,3734,249
14501,['2'],26,3751,256
14502,['2'],25,3723,247
14506,['3'],12,3745,253
14508,['4'],10,3746,254
14510,"['3', '4']",3,3723,247
14511,"['1', '3']",19,3752,256
14514,['2'],9,3711,240
14527,['3'],2,3712,240
14537,['3'],12,3727,248
14544,['4'],25,3727,248
14545,['2'],12,3727,248
14547,['4'],2,3727,248
14550,['1'],7,3727,248
14551,['1'],12,3711,240
14552,['1'],12,3723,247
14554,['3'],23,3619,242
14559,['1'],12,3752,256
14565,['4'],26,3622,243
14568,['2'],26,3729,249
14578,['3'],12,3631,245
14581,['1'],26,3631,245
14583,['2'],25,3631,245
14585,['1'],25,3633,245
14587,['3'],17,3750,256
14592,['3'],26,3728,249
14594,['3'],26,3726,248
14599,['3'],20,3734,249
14611,['2'],25,3726,248
14616,['2'],12,3726,248
14618,['2'],22,3705,238
14623,['3'],2,3748,255
14636,"['1', '2', '3']",14,3724,247
14637,['2'],12,3705,238
14638,['4'],14,3705,238
14649,['3'],18,3753,256
14658,['2'],23,3726,248
14659,['2'],16,3752,256
14660,['1'],23,3732,249
14663,['2'],26,3750,256
14688,['1'],15,3735,250
14694,['3'],26,3752,256
14695,['2'],2,3707,239
14696,['3'],1,3663,230
14697,"['1', '2']",2,3726,248
14701,['1'],2,3707,239
14702,['2'],13,3670,231
14704,['1'],3,3739,252
14706,['4'],2,3707,239
14713,['1'],14,3665,230
14719,['3'],2,3702,237
14721,['2'],15,3726,248
14726,['2'],12,3701,237
14729,['4'],25,3726,248
14733,['3'],23,3758,256
14745,['3'],1,3726,248
14747,['3'],13,3748,255
14748,['4'],12,3748,255
14757,['1'],22,3731,249
14763,['3'],9,3738,251
14767,['4'],26,3727,248
14769,['2'],12,3727,248
14777,['2'],2,3727,248
14779,['1'],27,3727,248
14783,['4'],3,3727,248
14785,['1'],12,3763,257
14791,['4'],27,3745,253
14795,['4'],15,3763,257
14797,['3'],18,3740,252
14800,['1'],25,3733,249
14803,['1'],4,3731,249
14809,['3'],10,3637,224
14816,['4'],26,3715,241
14820,['4'],11,3748,255
14833,['2'],26,3748,255
14836,['2'],1,3748,255
14844,['2'],13,3727,248
14853,['2'],12,3763,257
14854,['4'],1,3712,240
14856,['3'],25,3748,255
14857,['3'],26,3727,248
14858,['3'],13,3749,255
14861,['1'],16,3748,255
14865,['3'],12,3748,255
14866,['2'],19,3753,256
14869,['4'],15,3727,248
14873,['1'],9,3716,241
14874,['1'],2,3748,255
14875,['1'],15,3727,248
14876,['2'],1,3713,240
14883,['4'],27,3748,255
14886,['3'],1,3666,230
14887,['1'],9,3719,241
14888,['1'],26,3727,248
14891,['3'],12,3714,241
14902,['3'],14,3727,248
14903,['1'],10,3663,230
14905,['1'],25,3727,248
14908,['4'],16,3618,242
14910,['1'],27,3619,242
14925,['3'],2,3727,248
14927,['1'],2,3727,248
14928,['1'],2,3710,239
14930,['4'],2,3727,248
14931,['4'],1,3665,230
14933,['1'],11,3727,248
14934,['2'],7,3670,231
14936,['1'],1,3656,229
14938,['3'],1,3656,229
14942,['3'],2,3622,243
14944,['2'],10,3628,244
14946,['1'],14,3727,248
14950,['2'],25,3631,245
14952,['1'],4,3727,248
14954,['2'],1,3655,229
14955,['1'],1,3728,249
14956,['2'],14,3727,248
14963,['4'],23,3628,244
14965,['4'],14,3727,248
14966,['4'],10,3628,244
14968,['1'],1,3630,245
14969,['3'],18,3745,253
14970,['1'],25,3631,245
14971,['1'],2,3727,248
14972,['4'],2,3631,245
14979,['1'],13,3680,232
14986,['2'],11,3633,245
14988,['3'],4,3727,248
14991,['4'],2,3726,248
14994,['3'],19,3619,242
14997,"['1', '4']",19,3695,235
15000,['4'],25,3655,229
15003,['1'],10,3726,248
15005,['2'],26,3633,245
15012,['4'],14,3749,255
15024,['2'],26,3726,248
15025,['3'],19,3702,237
15028,['1'],2,3748,255
15030,"['1', '3']",27,3748,255
15032,['2'],10,3723,247
15036,['4'],7,3655,229
15038,['3'],10,3736,250
15039,['4'],1,3655,229
15043,['3'],26,3723,247
15044,['4'],23,3739,252
15048,['1'],23,3736,250
15052,['2'],15,3727,248
15070,['3'],26,3736,250
15081,['3'],17,3655,229
15082,['4'],14,3749,255
15084,['4'],12,3729,249
15087,['1'],25,3739,252
15088,['2'],5,3655,229
15089,['3'],2,3748,255
15093,['3'],9,3637,224
15106,['4'],15,3711,240
15113,['2'],15,3711,240
15114,['1'],5,3655,229
15125,['4'],19,3736,250
15134,['1'],1,3697,235
15139,['2'],25,3729,249
15142,['3'],25,3711,240
15155,['1'],18,3646,227
15157,['1'],17,3735,250
15164,['3'],4,3712,240
15170,['4'],5,3649,227
15171,['3'],26,3746,254
15175,['2'],12,3701,237
15185,['2'],10,3631,245
15188,['1'],26,3735,250
15189,['1'],25,3745,253
15191,['4'],4,3740,252
15196,['2'],12,3739,252
15197,['2'],26,3739,252
15201,['2'],2,3727,248
15203,['4'],5,3738,251
15212,['2'],10,3748,255
15214,['3'],10,3735,250
15218,['3'],13,3735,250
15224,['2'],17,3628,244
15227,['3'],12,3622,243
15234,['1'],12,3637,224
15251,['4'],15,3622,243
15252,['2'],15,3735,250
15253,['3'],24,3631,245
15257,['1'],9,3622,243
15261,['3'],5,3647,227
15264,['2'],24,3645,227
15266,['3'],27,3622,243
15268,['1'],26,3622,243
15273,['1'],12,3623,243
15280,['1'],2,3622,243
15282,['2'],17,3645,227
15283,['4'],4,3621,243
15286,"['2', '3']",5,3645,227
15289,['3'],12,3729,249
15290,['1'],2,3625,243
15294,['3'],11,3644,227
15305,['4'],8,3647,227
15309,['2'],25,3712,240
15310,['4'],22,3739,252
15311,['2'],15,3712,240
15312,['2'],25,3723,247
15314,['4'],16,3739,252
15316,['3'],19,3619,242
15321,"['2', '4']",16,3647,227
15324,['4'],22,3739,252
15326,['1'],25,3712,240
15332,['3'],12,3712,240
15345,['1'],14,3712,240
15348,['2'],2,3712,240
15349,['3'],2,3712,240
15357,['2'],12,3711,240
15362,['3'],26,3739,252
15367,['3'],25,3739,252
15371,['4'],22,3739,252
15375,['1'],14,3712,240
15378,['4'],3,3739,252
15385,['3'],2,3712,240
15397,['3'],9,3712,240
15399,['4'],2,3735,250
15410,['2'],13,3619,242
15411,['1'],23,3619,242
15421,['2'],25,3712,240
15422,['1'],10,3619,242
15424,['3'],16,3619,242
15426,['1'],26,3619,242
15427,['2'],26,3739,252
15430,['3'],7,3647,227
15435,['2'],1,3647,227
15448,['2'],3,3736,250
15452,['4'],3,3735,250
15461,['2'],17,3647,227
15465,['1'],7,3705,238
15467,['3'],9,3712,240
15468,['1'],2,3735,250
15470,['3'],22,3618,242
15472,['3'],26,3712,240
15474,['1'],12,3739,252
15476,['2'],3,3712,240
15484,['3'],3,3735,250
15492,['3'],2,3712,240
15495,['1'],26,3739,252
15500,['3'],25,3712,240
15504,['4'],2,3633,245
15505,['4'],4,3712,240
15506,['2'],26,3618,242
15514,['2'],12,3712,240
15522,['2'],2,3626,244
15524,['1'],25,3735,250
15531,['3'],26,3712,240
15532,['1'],14,3628,244
15533,['4'],2,3712,240
15536,['4'],18,3628,244
15537,['4'],10,3705,238
15541,['2'],25,3712,240
15552,['2'],26,3763,257
15556,['4'],23,3628,244
15562,['3'],9,3628,244
15581,['1'],13,3619,242
15582,['4'],2,3728,249
15583,['1'],27,3628,244
15584,['2'],26,3628,244
15586,"['3', '4']",25,3727,248
15587,['3'],9,3628,244
15590,['3'],5,3716,241
15594,['2'],17,3716,241
15596,['2'],23,3618,242
15601,['2'],5,3716,241
15602,['2'],18,3619,242
15603,['1'],2,3716,241
15609,['2'],9,3623,243
15614,['2'],2,3631,245
15615,['1'],12,3716,241
15616,['1'],27,3738,251
15618,['2'],13,3716,241
15623,['2'],12,3628,244
15637,['1'],9,3629,244
15638,['3'],13,3716,241
15643,['3'],25,3629,244
15646,['1'],12,3628,244
15651,['3'],14,3716,241
15654,['1'],5,3738,251
15656,['1'],17,3629,244
15658,['3'],5,3719,241
15662,['2'],26,3719,241
15665,['4'],14,3629,244
15667,['1'],13,3629,244
15668,['4'],25,3629,244
15673,['1'],17,3719,241
15675,['2'],10,3746,254
15676,['4'],17,3719,241
15681,['3'],23,3717,241
15688,['2'],4,3637,224
15691,['4'],1,3716,241
15692,['3'],17,3707,239
15693,['3'],26,3712,240
15694,['2'],14,3712,240
15695,['2'],5,3716,241
15696,['1'],23,3704,238
15698,['2'],14,3748,255
15699,['1'],17,3719,241
15701,['1'],18,3756,256
15703,['3'],18,3716,241
15704,['4'],14,3716,241
15707,['1'],5,3712,240
15708,['2'],12,3729,249
15709,['2'],12,3713,240
15710,['2'],9,3736,250
15715,"['1', '3']",13,3704,238
15717,['2'],12,3711,240
15718,['3'],18,3716,241
15722,['1'],15,3629,244
15723,['4'],4,3151,266
15724,['3'],27,3707,239
15725,"['1', '2', '3']",13,3213,287
15728,['1'],12,3339,278
15733,['3'],25,3630,245
15736,['4'],2,3631,245
15739,['1'],15,3631,245
15740,['3'],2,3631,245
15742,"['2', '4']",4,3736,250
15743,['4'],2,3631,245
15747,['2'],9,3631,245
15748,['3'],2,3734,249
15749,['2'],12,3734,249
15754,['3'],2,3734,249
15758,['3'],12,3216,287
15761,['2'],26,3399,263
15762,['2'],16,3734,249
15763,['4'],23,3734,249
15764,['3'],26,3412,259
15766,['2'],26,3354,283
15767,['3'],25,3418,259
15768,['2'],1,3631,245
15770,['2'],15,3358,283
15771,['2'],2,3631,245
15773,['4'],13,3443,260
15774,['3'],25,3149,266
15775,['4'],7,3330,269
15777,['3'],15,3631,245
15778,['3'],2,3638,224
15779,['4'],25,3631,245
15780,['3'],17,3709,239
15781,['3'],7,3423,262
15782,['2'],12,3708,239
15783,['3'],25,3631,245
15784,['2'],9,3763,257
15785,['2'],26,3631,245
15787,['2'],13,3141,264
15791,['3'],16,3734,249
15792,['1'],23,3710,239
15795,['4'],10,3631,245
15796,['2'],23,3707,239
15798,['1'],26,3302,270
15799,['1'],13,3622,243
15800,['3'],4,3635,246
15804,['4'],13,3631,245
15805,['3'],15,4330,283
15806,['2'],22,3631,245
15811,['1'],15,3632,245
15813,['3'],15,3238,274
15817,['3'],23,3394,280
15818,['4'],26,3361,281
15826,['2'],12,3200,285
15828,['2'],12,3379,282
15829,['2'],15,3216,287
15830,['1'],26,3187,286
15831,['1'],15,3226,289
15834,['3'],15,3409,258
15836,['1'],15,3447,260
15837,['2'],2,3633,245
15838,['2'],25,3435,261
15840,['4'],26,3166,265
15842,['3'],25,3633,245
15844,['4'],26,3168,265
15845,['4'],26,3633,245
15846,['3'],14,3450,290
15847,['2'],15,3141,264
15850,['3'],5,3490,297
15851,['1'],9,3330,269
15852,['1'],26,3326,269
15853,['3'],2,3633,245
15856,['1'],15,3259,272
15858,['1'],9,3633,245
15859,['2'],26,3294,276
15860,['1'],26,3288,275
15861,"['1', '2', '4']",26,3248,277
15862,['4'],16,3734,249
15863,['2'],14,3506,299
15864,['4'],20,3633,245
15865,['1'],12,3633,245
15866,['1'],14,3470,294
15867,['1'],7,3143,264
15868,['2'],17,3734,249
15869,['4'],14,3495,298
15871,['3'],16,3734,249
15873,['3'],14,3467,293
15875,['2'],14,3462,293
15876,['3'],12,3633,245
15877,['3'],2,3564,310
15878,['4'],15,3633,245
15879,['3'],26,3633,245
15880,['4'],10,3633,245
15884,['3'],12,3734,249
15885,['3'],2,3633,245
15887,['1'],25,3633,245
15888,['1'],12,3734,249
15889,['4'],26,3633,245
15891,['3'],13,3633,245
15892,['4'],15,3633,245
15893,['1'],12,3734,249
15895,['1'],14,3449,290
15900,['3'],14,3494,297
15901,['4'],14,3501,299
15902,['2'],14,3563,310
15904,['3'],14,3506,299
15905,['2'],14,3469,294
15907,['3'],2,3807,306
15910,['2'],15,3503,299
15911,['4'],14,3810,308
15913,['2'],14,3466,293
15915,['2'],14,3467,293
15916,['3'],17,3564,310
15918,['4'],14,3807,306
15920,['3'],14,3563,310
15923,['3'],14,3580,315
15925,['3'],14,3587,317
15926,['1'],2,3594,318
15927,['4'],2,3789,300
15930,['3'],14,3812,308
15931,['3'],14,3458,291
15933,['2'],12,3733,249
15936,['3'],14,3964,324
15942,['4'],5,3457,291
15944,['2'],7,3727,248
15947,['2'],23,3756,256
15948,['1'],14,3735,250
15949,['4'],2,3503,299
15952,['2'],2,3635,246
15953,['3'],26,3719,241
15954,['4'],17,3733,249
15957,['3'],16,3732,249
15958,['1'],14,3477,295
15960,['3'],14,3769,313
15964,['2'],1,3746,254
15968,['2'],12,3739,252
15971,['3'],5,3141,264
15972,['2'],14,3462,293
15973,"['1', '2']",15,3419,259
15974,['3'],9,3281,271
15977,['1'],15,3343,284
15978,['1'],24,3340,278
15980,"['1', '2', '3', '4']",14,3254,272
15982,['2'],18,3519,304
15983,['1'],12,3188,286
15985,['4'],9,3239,274
15986,['3'],18,3556,309
15987,['1'],13,3148,266
15989,"['4', '2', '1', '3']",10,3318,269
15993,['3'],14,3556,309
15994,['1'],14,3470,294
15995,['4'],14,3470,294
15997,['1'],14,3561,309
15999,['4'],14,3490,297
16000,['3'],12,3384,279
16001,['2'],14,3580,315
16003,['3'],15,3163,265
16004,['4'],14,3700,236
16006,['4'],12,3705,238
16007,['3'],18,3716,241
16008,['2'],12,3737,250
16009,['2'],27,3663,230
16012,['4'],18,3707,239
16013,['4'],13,3732,249
16015,['4'],25,3301,270
16017,['2'],26,3206,288
16019,['2'],10,3231,289
16021,['4'],17,3746,254
16022,['1'],15,3391,280
16027,['2'],10,3410,258
16029,['1'],26,3707,239
16031,['2'],13,3256,272
16036,['3'],14,3579,315
16037,['3'],14,3475,294
16038,['2'],13,3346,284
16039,['3'],14,3963,324
16040,['3'],14,3203,285
16041,['2'],13,3336,278
16042,['2'],1,3343,284
16044,['4'],14,3771,313
16045,['4'],1,3294,276
16047,['4'],13,3214,287
16048,['1'],15,3229,289
16050,['2'],3,3489,297
16051,['3'],13,3408,258
16052,['1'],10,3801,306
16054,['3'],23,3813,308
16055,['1'],11,3793,302
16057,['2'],2,3459,292
16058,['1'],13,3419,259
16059,['4'],13,3137,264
16060,['1'],13,3358,283
16063,['1'],10,3280,271
16064,['4'],13,3433,261
16065,['4'],14,3580,315
16066,['4'],5,3266,273
16067,['1'],14,3519,304
16072,['3'],5,3326,269
16074,['1'],18,3691,234
16076,['4'],12,3700,236
16077,['3'],14,3187,286
16078,['2'],19,3474,294
16083,['4'],10,3815,280
16088,['4'],26,3634,246
16089,['3'],18,3680,232
16090,['4'],23,3745,253
16092,['2'],13,3692,234
16096,['3'],12,3149,266
16097,['3'],9,3656,229
16098,['1'],16,3734,249
16101,['1'],12,3746,254
16102,['2'],13,3505,299
16103,['2'],2,3712,240
16106,['1'],14,3631,245
16107,['1'],23,3691,234
16108,['1'],17,3716,241
16109,['3'],18,3548,307
16111,['1'],12,3803,306
16115,['4'],10,3458,291
16118,['4'],14,3690,234
16119,['3'],3,3652,228
16120,['2'],15,3752,256
16121,['3'],15,3726,248
16122,['2'],17,3688,233
16125,['3'],13,3470,294
16126,['2'],17,3735,250
16127,['2'],25,3663,230
16130,['3'],13,3964,324
16131,['2'],22,3631,245
16132,['1'],2,3635,246
16133,['2'],13,3396,280
16136,['1'],5,3284,275
16137,['4'],17,3772,313
16139,['3'],26,3626,244
16140,['2'],13,3341,284
16147,['4'],15,3322,269
16148,['2'],5,3236,274
16155,['4'],14,3445,260
16156,['1'],13,3801,306
16158,['4'],10,3423,262
16160,['1'],26,3741,253
16161,['1'],18,3606,314
16162,['1'],10,3409,258
16163,['3'],5,3741,253
16164,['2'],10,3205,288
16167,['1'],12,3745,253
16168,['4'],14,3800,306
16169,['4'],13,3185,286
16172,['1'],13,3142,264
16175,['2'],25,3733,249
16176,['3'],13,3226,289
16177,['1'],26,3745,253
16178,['1'],17,3745,253
16180,['3'],22,3745,253
16184,['2'],14,3712,240
16191,['1'],1,3401,263
16194,['2'],14,3380,279
16196,['1'],18,3809,308
16199,['4'],14,3148,266
16201,['1'],15,3458,291
16203,['1'],12,3734,249
16204,['4'],26,3238,274
16205,['1'],26,3397,263
16207,['4'],26,3138,264
16210,['4'],15,3740,252
16211,['3'],23,3734,249
16212,['3'],10,4333,261
16213,['3'],18,3467,293
16220,['4'],10,3197,285
16224,['1'],23,3734,249
16225,['4'],27,3745,253
16226,['4'],27,3745,253
16234,['4'],18,3744,253
16235,['2'],24,3744,253
16237,['3'],12,3733,249
16239,['4'],12,3734,249
16240,['2'],14,3743,253
16242,"['1', '2', '3', '4']",3,3731,249
16243,['2'],2,3734,249
16244,['2'],22,3745,253
16245,['3'],2,3727,248
16249,['4'],1,3460,292
16250,['1'],15,3490,297
16251,['2'],15,3490,297
16253,['4'],14,3771,313
16254,['3'],2,3745,253
16260,['2'],2,3744,253
16262,['2'],27,3745,253
16274,['4'],3,3735,250
16278,['1'],10,3384,279
16279,['2'],11,3215,287
16280,['4'],10,3215,287
16281,['4'],11,3216,287
16283,['3'],14,3339,278
16284,['1'],13,3354,283
16285,['2'],1,3339,278
16286,['1'],10,3339,278
16287,['3'],13,3339,278
16288,['2'],2,3336,278
16289,['1'],2,3336,278
16299,['3'],15,3392,280
16301,['1'],15,3391,280
16307,['4'],5,3394,280
16308,['2'],12,3391,280
16310,['3'],5,3394,280
16318,['4'],15,3394,280
16330,['3'],10,3396,280
16332,['2'],26,3395,280
16333,['3'],26,3395,280
16334,['2'],26,3412,259
16335,['3'],10,3395,280
16337,['2'],26,3410,258
16338,['1'],10,3409,258
16339,['4'],1,3421,262
16347,['3'],10,3412,259
16348,['2'],26,3412,259
16349,['3'],26,3312,269
16350,['4'],15,3322,269
16351,['2'],13,3322,269
16352,['1'],15,3322,269
16353,['2'],15,3322,269
16354,['1'],10,3322,269
16355,['1'],15,3322,269
16356,['2'],12,3322,269
16357,['3'],12,3322,269
16358,['1'],12,3322,269
16359,['1'],15,3322,269
16360,['1'],2,3322,269
16361,['3'],2,3322,269
16363,['2'],2,3322,269
16364,['1'],2,3322,269
16365,['4'],15,3322,269
16366,['4'],2,3322,269
16367,['3'],2,3322,269
16368,['3'],2,3322,269
16369,['2'],2,3322,269
16370,['4'],13,3322,269
16371,['3'],11,3322,269
16372,['3'],26,3322,269
16373,['2'],2,3322,269
16374,['3'],12,3322,269
16375,['1'],25,3322,269
16376,['1'],10,3322,269
16377,['2'],15,3322,269
16378,['3'],26,3322,269
16379,['2'],2,3312,269
16381,['3'],2,3281,271
16384,"['1', '2', '3']",2,3281,271
16385,['2'],2,3281,271
16386,['1'],2,3281,271
16388,['4'],13,3326,269
16389,['3'],2,3281,271
16390,['3'],2,3281,271
16391,['2'],2,3281,271
16392,"['2', '3', '4']",2,3281,271
16402,['1'],2,3415,259
16403,['4'],2,3377,282
16404,['2'],15,3417,259
16407,['4'],10,3376,282
16410,['1'],13,3415,259
16414,['4'],2,3376,282
16415,['1'],2,3415,259
16417,['1'],2,3376,282
16420,['4'],12,3376,282
16422,['3'],2,3376,282
16426,['2'],10,3376,282
16428,['4'],10,3345,284
16432,['1'],2,3414,259
16433,['1'],2,3415,259
16440,['4'],2,3417,259
16443,['3'],14,3580,315
16445,['2'],14,3579,315
16447,['1'],2,3285,275
16448,['3'],2,3286,275
16451,['1'],2,3356,283
16452,['2'],14,3580,315
16453,['1'],14,3563,310
16461,['3'],26,3313,269
16462,['4'],2,3325,269
16463,['4'],2,3318,269
16464,['1'],2,3314,269
16465,['1'],12,3316,269
16469,['1'],11,3376,282
16470,['3'],2,3376,282
16472,['3'],12,3316,269
16475,['2'],12,3316,269
16477,['2'],10,3417,259
16479,['4'],13,3317,269
